ID;Met_structure;Metaphor;Translation (english);Source;Author;Type_of_text;Introductory_sentence;Original_context;length_context;Structure_type;Word1;Length_topic;Frequency_topic;Concreteness_topic;Word2;Length_vehicle;Frequency_vehicle;Concreteness_vehicle;SemanticDistance;Cloze_probability_withoucontext;Familiarity_withoutcontext;Concreteness_withoutcontext;Difficulty_withoutcontext;Meaningfulness_withoutcontext;Gulpease_incontext;Cloze_probability_incontext;Familiarity_incontext;Concreteness_incontext;Difficulty_incontext;Meaningfulness_incontext;Bambini et al. (2014);IUSS NEPLab MetaLiterary study
FA_LIT414;Genitive;onda di sorriso;wave of smile;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"mentre l'odio, indispensabile nella
lotta per la vita, si quietava improvvisamente e un'onda di sorriso
ammolliva tutte le fisonomie";19;VT;onda;7;309;3,849;sorriso;4;171;3,512;0,868;;;;;;;;;;;;N;Y
FA_LIT077;Genitive;onda di tristezza;wave of sadness;Il Piacere;D’Annunzio;PROSE;Questo brano descrive una giovane donna che si guarda allo specchio.;Quando vide la sua immagine apparire in quel fondo, ebbe un'impressione singolare. Un'onda di tristezza, più densa, le traversò lo spirito.;23;VT;onda;9;55;2,886;tristezza;4;171;3,512;0,717;0;3,867;2,133;2,533;3,067;;;;;;;Y;N
FA_LIT352;Genitive;onda di vigore;wave of vigor;Tempeste;Negri, Ada;POEM;;"Un rigoglio di vita, un soffio, un’onda
    Di vigore, una febbre di vittoria,";16;VT;onda;6;109;2,935;vigore;4;171;3,512;0,779;;;;;;;;;;;;N;Y
FA_LIT075;Genitive;onda di parole;wave of words;Il Piacere;D’Annunzio;PROSE;Questo brano parla di due uomini che camminano insieme.;"Andavamo al passo, nel silenzio. I rari gridi delle gazze, l'andatura e il respiro dei cavalli non turbavano la tranquillità che pareva di minuto in minuto farsi più grande e più magica. \ Perché volle egli rompere la magia da noi stessi generata? \ Egli parlò; egli mi versò sul cuore un'onda di parole ardenti, folli, quasi insensate.";60;VT;onda;6;1452;3,211;parole;4;171;3,512;0,78;0;2,467;2,333;3,067;2,933;63;0,07;2,47;2,13;1,93;4;Y;N
FA_LIT125;Genitive;costellazioni di occhi;constellations of eyes;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;Rigano il firmamento, s'avventa dalla terra sulla loro molle scìa il desiderio d'infinite costellazioni di occhi, il desiderio, il voto;22;VT;costellazioni;5;1297;4,098;occhi;13;22;3,552;0,627;;;;;;;;;;;;N;Y
FA_LIT533;Genitive;rete di vene;net of veins;Esilio;Negri, Ada;POEM;;"E ingoia libertà sino a formarne
    fibre di nervi e succo di midolla:
    sia essa, in te, fecondo hùmus di zolla,
    sia qual rete di vene entro la carne!...";38;VT;rete;4;62;4,351;vene;4;436;3,569;0,728;;;;;;;;;;;;N;Y
FA_LIT457;Genitive;fantasma di amore;ghost of love;Lucifero;Rapisardi, Mario;POEM;;"Il fantasma di amore, che ha eternamente agitato l'Eroe, veste forme
sensibili";12;VT;fantasma;5;1153;2,978;amore;8;114;3,571;0,745;;;;;;;;;;;;N;Y
FA_LIT149;Genitive;meteora di sangue;meteor of blood;Carlo Porta e la sua Milano;Barbiera, Raffaello;PROSE;;"Arrivato alla sommità, si lasciò cogliere dalle
vertigini, passò d'errore in errore, di delitto in delitto verso
la creatura umana calpestata per il proprio trionfo, e precipitò
nell'abisso, morendo, meteora di sangue, in un'isola, fra le malinconie
dell'oceano.";38;VT;meteora;6;473;4,181;sangue;7;6;3,578;0,817;;;;;;;;;;;;N;Y
FA_LIT141;Genitive;firmamento di corolle;firmament of corollas;Momenti: Liriche;Aleramo, Sibilla;POEM;;"Ed ogni rosa    in sua essenza preziosa
    chiedeva d'essere adorata
    e ognuna i nostri sguardi smarrivano
    nel profuso bel firmamento,
    terrestre firmamento di corolle";40;VT;firmamento;7;10;3,833;corolle;10;11;3,581;0,847;;;;;;;;;;;;N;Y
FA_LIT256;Genitive;esplosione di dolore;explosion of pain;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;;"Il maggiore ed il rappresentante dell'Emiro non sembravano affatto
commossi, nè per l'esplosione di dolore del disgraziato Hossein, nè
dello scoppio d'ira di Tabriz";25;VT;esplosione;6;349;3,288;dolore;10;99;3,585;0,767;;;;;;;;;;;;N;Y
FA_LIT386;Genitive;esplosione di orgoglio;explosion of pride;Quartetto;Oriani, Alfredo;PROSE;;"finalmente se ne sono accorti; hanno applaudito al miracolo! Te lo avevo
predetto — insistè con una esplosione di orgoglio dispettoso";20;VT;esplosione;8;110;2,596;orgoglio;10;99;3,585;0,716;;;;;;;;;;;;N;Y
FA_LIT355;Genitive;furia di piogge;fury of rains;Tempeste;Negri, Ada;POEM;;"L’aratro lento:
    Meriggi torridi,
    Furia di piogge";13;VT;furia;6;183;3,974;piogge;5;58;3,585;0,792;;;;;;;;;;;;N;Y
FA_LIT001;Genitive;abbraccio del sonno;embrace of the sleep;Il Libro delle Vergini;D’Annunzio;PROSE;Questo brano descrive i pensieri di una giovane donna mentre si sta addormentando.;Francesca nella notte, dopo il primo turbamento e la prima resistenza contro la tentazione del fantasticare malsano, adescata da quel sottile profumo di colpa che dal fondo di tutto ciò saliva ad irritare il suo senso di donna giovine, a poco a poco si abbandonò per quel pendìo. E come cedeva all'abbraccio del sonno, ondeggiando in quel punto in cui l'attività della coscienza si affievolisce nel rilasciamento dei nervi e non ha più virtù di dirigere e di moderare le espansioni della fantasia, ella per quel pendio scese in fondo languida col desiderio al dolce peccato della figliuola di Guido.;102;VT;abbraccio;5;193;3,58;sonno;9;47;3,591;0,854;0;2,6;2,333;1,933;3,733;;;;;;;Y;N
FA_LIT272;Genitive;briciole di conversazioni;crumbs of conversations;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;;"Artisti letterati, follajuoli gli si affollavano in torno,
racimolandogli giudizii sul momento, briciole di conversazioni e di
aneddoti pepati sul libro a pena uscito, sul quadro in voga, sulla
comedia e sull'opera datesi la sera prima";34;VT;briciole;13;107;3,743;conversazioni;8;22;3,611;0,687;;;;;;;;;;;;N;Y
FA_LIT227;Genitive;raggio di gloria;ray of glory;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;;"Pensa quanti navigano da tanti anni, stupidamente, senza
che un raggio di gloria";12;VT;raggio;6;77;3,403;gloria;6;136;3,612;0,794;;;;;;;;;;;;N;Y
FA_LIT126;Genitive;ebbrezza di luce;intoxication of light;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"la storia di questa Rina è
    la storia di ogni lirismo che vuole ascendere, liberarsi e
    divenire puro spirito; e poi, in una ebbrezza di luce e di
    musica, dissolversi ed annientarsi";41;VT;ebbrezza;4;730;3,437;luce;8;16;3,618;0,756;;;;;;;;;;;;N;Y
FA_LIT254;Genitive;trono di gloria;throne of glory;La battaglia di Benevento: Storia del secolo XIII;Guerrazzi, Francesco Domenico;PROSE;;"Nello abisso della miseria ove ci getta
la tua perfidia io contemplo il tuo fine, e parmi sedere sopra un
trono di gloria... Ahimè! fuggono le parole alle labbra... padre, è
salva Yole";30;VT;trono;6;77;3,403;gloria;5;74;3,628;0,836;;;;;;;;;;;;N;Y
FA_LIT091;Genitive;semi di dolore;seeds of sorrow;Il Piacere;D’Annunzio;PROSE;In questo brano una donna esprime il timore di ascoltare un uomo.;Tutto il giorno, tutto il giorno egli ha cercato un momento per parlarmi. La sua sofferenza era manifesta. E tutto il giorno io ho cercato di sfuggirgli, perché egli non mi gittasse nell'anima altri semi di dolore, di desiderio, di rimpianto, di rimorso.;44;VT;semi;6;349;3,288;dolore;4;1;3,645;0,824;0;2;1,133;2,733;2,733;63;0,07;2,2;1,6;2,87;3,6;Y;N
FA_LIT173;Genitive;semi di re;seeds of kings;Novelle e riviste drammatiche;Boito, Arrigo;PROSE;;"Bimbi
leggiadri ed augusti, siete fiorellini di re, siete semi di re";11;VT;semi;2;377;3,344;re;4;1;3,645;0,573;;;;;;;;;;;;N;Y
FA_LIT334;Genitive;inferno di complotti;hell of plots;Democrazia futurista: dinamismo politico;Marinetti, F. T.;PROSE;;"Se la famiglia funziona male è un inferno di complotti, liti,
tradimenti, dispetti, bassezze e relativo desiderio di evasione e di
rivolta in tutti";22;VT;inferno;9;32;2,779;complotti;7;113;3,655;0,824;;;;;;;;;;;;N;Y
FA_LIT176;Genitive;inferno di fumo;hell of smoke;Dallo Stelvio al mare;Bontempelli, Massimo;PROSE;;"Un inferno di fumo, di scoppi, di rombi; nugoli spessi spaccati da
lame di fiamma e squarciati di grida";18;VT;inferno;4;117;3,846;fumo;7;113;3,655;0,724;;;;;;;;;;;;N;Y
FA_LIT445;Genitive;inferno di linee;hell of lines;Prose (1880-1890);Pascarella, Cesare;PROSE;;"Il giorno dopo, difatti, mantenne la promessa e mi portò
a far vedere una cartella piena zeppa di fogli di carta di tutti i
colori, sui quali tra un inferno di linee c'erano disegnate centinaia
e centinaia di figure geometriche contornate da migliaia di punti, di
virgole e di parole incomprensibili";48;VT;inferno;5;647;3,612;linee;7;113;3,655;0,851;;;;;;;;;;;;N;Y
FA_LIT028;Genitive;fiati delle rose;breaths of the roses;Il Piacere;D’Annunzio;PROSE;Questo brano parla di un uomo che ricorda una storia d'amore conclusa.;"Gli tornarono nella mente le angosce durate un anno innanzi, quando egli l'aveva perduta, e le gelosie, e le collere, e gli sconforti inesprimibili. Anche allora le notti erano chiare, tranquille, solcate di profumi; e come gli pesavano! Aspirò l'aria, per ove salivano i fiati delle rose fiorite ne' piccoli giardini laterali.";55;VT;fiati;4;197;4,145;rose;5;123;3,655;0,868;0;1,4;1,533;3,4;2,4;56;0,07;1,53;1,27;3,13;3,27;Y;N
FA_LIT382;Genitive;fame di luce;hunger of light;Monotonie;Oriani, Alfredo;POEM;;"Canta la fame dei poppanti, orrenda
    fame di vecchi e di malati, orrenda
    fame di luce, di saper, d'amore,
                la fame della vita";45;VT;fame;4;730;3,437;luce;4;174;3,657;0,768;;;;;;;;;;;;N;Y
FA_LIT456;Genitive;fame di strage;hunger of carnage;Lucifero;Rapisardi, Mario;POEM;;"Già il vincitor superbo di Sadòva
    De la reggia di Francia urge a le porte,
    E l'accerchia, e la serra, e con orrenda
    Fame di strage intorno a lei si attenda";41;VT;fame;6;145;3,761;strage;4;174;3,657;0,662;;;;;;;;;;;;N;Y
FA_LIT418;Genitive;tempeste di rivoluzioni;storm of revolutions;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"
In questa fine di secolo, dopo tanto straripare di correnti
democratiche e tempeste di rivoluzioni e avvento di genti nuove, egli
era riuscito a questo originale capolavoro di apparire ancora un re";30;VT;tempeste;11;181;2,452;rivoluzioni;8;77;3,659;0,864;;;;;;;;;;;;N;Y
FA_LIT277;Genitive;vertigine di novità;vertigo of novelty;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;;"Bruno, che ha
ridotto ad idee ed a pensieri le sue emozioni, le sue impressionabilità
squisite, la sua vertigine di novità e di indagini eccezionali";23;VT;vertigine;6;281;2,707;novità;9;15;3,66;0,761;;;;;;;;;;;;N;Y
FA_LIT266;Genitive;vertigine di desiderio;vertigo of desire;Le Seduzioni;Guglielminetti, Amalia;POEM;;"Una sùbita vertigine di desiderio mi prese un giorno, quando vidi una
goccia di sangue su la mano di Violante ferita da uno spino a traverso i
fiori nivei di una siepe";30;VT;vertigine;9;359;2,659;desiderio;9;15;3,66;0,778;;;;;;;;;;;;N;Y
FA_LIT250;Genitive;lingue di nebbia;tongues of fog;Novelle e paesi valdostani;Giacosa, Giuseppe;PROSE;;"Vedete lassù quel seno, dove c’è un muro grigio di pietre? quello è il
colle, signore.

—Là, dove spuntano quelle lingue di nebbia";21;VT;lingue;6;98;3,959;nebbia;6;289;3,666;0,699;;;;;;;;;;;;N;Y
FA_LIT240;Genitive;vel di sangue;veils of blood;Poesie e novelli in versi;Fontana, Ferdinando;POEM;;"Pur ch'io più non ti vegga!... o un vel di sangue
""M'offuscherà dell'intelletto il lume";17;VT;vel;6;473;4,181;sangue;3;102;3,666;0,738;;;;;;;;;;;;N;Y
FA_LIT289;Genitive;esplosioni di luce;explosions of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Poichè la Terra, credetemi,
  sarà gravida presto... (sì gravida da scoppiarne!)
  di una Stella sublime dalle esplosioni di luce";21;VT;esplosioni;4;730;3,437;luce;10;99;3,672;0,879;;;;;;;;;;;;N;Y
FA_LIT303;Genitive;sospiro di luna;sigh of moon;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Abbassa le tue palpebre rosee,
  perchè l'agile fiamma dei tuoi occhi vi scivoli
  come sospiro di luna tra persiane socchiuse.";23;VT;sospiro;4;181;4,145;luna;7;56;3,703;0,815;;;;;;;;;;;;N;Y
FA_LIT211;Genitive;sospiro di natura;sigh of nature;Vecchie cadenze e nuove;De Marchi, Emilio;POEM;;"Ove manchi il sospiro di Natura,
    Irrigidite larve e di cuor vuote
    Stan le passate immagini
    Di questa labil vita, che si oscura
    Di giorno in giorno in disperato oblìo";42;VT;sospiro;6;525;2,275;natura;7;56;3,703;0,636;;;;;;;;;;;;N;Y
FA_LIT258;Genitive;sospiro di profumo;sigh of perfume;Beatrice Cenci: Storia del secolo XVI;Guerrazzi, Francesco Domenico;PROSE;;"I più bei fiori la inghirlandarono,
contenti di alitarvi sopra l'ultimo sospiro di profumo";14;VT;sospiro;7;159;3,979;profumo;7;56;3,703;0,696;;;;;;;;;;;;N;Y
FA_LIT464;Genitive;sospiro di vento;sigh of wind;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;Rovani, Giuseppe;PROSE;;"A un tratto ode un sospiro, nè già un sospiro di vento, ma d'un
essere animato";17;VT;sospiro;5;334;3,83;vento;7;56;3,703;0,756;;;;;;;;;;;;N;Y
FA_LIT294;Genitive;nodi di fiamma;knots of flame;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"per placare il lor cuore dai rigidi nodi di fiamma,
  per calmare l'ardore
  delle loro braccia di luce";22;VT;nodi;6;151;4,013;fiamma;4;95;3,713;0,783;;;;;;;;;;;;N;Y
FA_LIT281;Genitive;arcipelaghi di nuvole;archipelagos of clouds;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Vieni!... le mie labbra folli attireranno
  il tuo volto pensoso e i tuoi grandi occhi dolenti
  verso le spiagge abbagliate del Sogno...
  verso divini arcipelaghi di nuvole!";30;VT;arcipelaghi;6;79;4,284;nuvole;11;18;3,728;0,831;;;;;;;;;;;;N;Y
FA_LIT201;Genitive;paradiso di fiori;paradise of flowers;Forse che sì forse che no;D'Annunzio, Gabriele;PROSE;;"Le nuvole erano un'architettura e una stirpe, una materia
foggiata dallo statuario e dal fìgulo, una gerarchia di angeli, una
genia di mostri, un paradiso di fiori";26;VT;paradiso;5;410;4,523;fiori;8;92;3,788;0,605;;;;;;;;;;;;N;Y
FA_LIT228;Genitive;squilli di gloria;ring of glory;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;;"un supplice
ardore, uno slancio di tutta l'anima sulle ali della speranza; poi
queruli gridi soffocati di dolore e di rimorso, la prostrazione,
l'abbattimento; e poi ancora il richiamo potente della fede sicura,
squilli di gloria trionfale";36;VT;squilli;6;77;3,403;gloria;7;16;3,789;0,821;;;;;;;;;;;;N;Y
FA_LIT067;Genitive;occhio del pensiero;eye of the thought;Myricae;Pascoli;POEM;In questo brano un uomo si immerge nei suoi pensieri lontano da tutti.;Salì pensoso la romita altura \ ove ha il suo nido l'aquila e il torrente, \ e centro della lontananza oscura \ sta, sapiente. \ Oh! scruta intorno gl'ignorati abissi: \ più ti va lungi l'occhio del pensiero \ più presso viene quello che tu fissi: \ ombra e mistero.;53;VT;occhio;8;426;1,998;pensiero;6;1297;3,789;0,658;0;2;1,333;3,067;2,533;64;0,07;1,53;1,4;3,2;2,27;Y;N
FA_LIT068;Genitive;occhio di stelle;eye of  stars;L'Allegria;Ungaretti;POEM;Questo brano descrive una notte in galleria.;Un occhio di stelle \ ci spia da quello stagno \ e filtra la sua benedizione ghiacciata \ su quest'acquario \ di sonnambula noia.;25;VT;occhio;6;261;3,77;stelle;6;1297;3,789;0,796;0;1,8;1,667;3,333;2,533;;;;;;;Y;N
FA_LIT443;Genitive;festa di colori;festival of colors;Prose (1880-1890);Pascarella, Cesare;PROSE;;"I trilli dei mandolini si avvicinano; il chiarore cresce e
all'improvviso una festa di luce e di colori, una allegrezza di suoni
e di canti invade la stradicciuola";27;VT;festa;6;615;3,958;colori;5;501;3,792;0,811;;;;;;;;;;;;N;Y
FA_LIT116;Genitive;brividi di delizia;shivers of delight;Novelle umoristiche;Albertazzi, Adolfo;PROSE;;"mentre l'aria, risentita dell'autunno e rinfrescata dalla recente
pioggia, al veloce incontro suscitava nel loro sangue brividi di
delizia.";19;VT;brividi;7;14;3,165;delizia;7;91;3,796;0,747;;;;;;;;;;;;Y;N
FA_LIT267;Genitive;lampo di collera;flash of wrath;La trovatella di Milano;Invernizio, Carolina;PROSE;;"La prima impressione provata da Gabriele era scomparsa: nei suoi occhi
brillava un lampo di collera";15;VT;lampo;7;33;3,163;collera;5;61;3,799;0,763;;;;;;;;;;;;N;Y
FA_LIT224;Genitive;lampo di confidenza;flash of confidence;L'Illusione;De Roberto, Federico;PROSE;;"Ancora una volta mi venne dal buon fratello un lampo di confidenza;
ancora una volta per lui s'allargò un poco il duro cerchio che mi
serrava il cuore";27;VT;lampo;10;44;2,852;confidenza;5;61;3,799;0,788;;;;;;;;;;;;N;Y
FA_LIT396;Genitive;lampo di desiderio;flash of desire;Ombre di occaso;Oriani, Alfredo;PROSE;;"Nelle sue pupille bruciò un
lampo di desiderio, ma il suo sorriso fu senza invidia";14;VT;lampo;9;359;2,659;desiderio;5;61;3,799;0,841;;;;;;;;;;;;N;Y
FA_LIT236;Genitive;lampo di dolore;flash of pain;Il mistero del poeta;Fogazzaro, Antonio;PROSE;;"Si svegliava a un tratto, tocco da questo fuoco nuovo dell'animo, si
rizzava, mi batteva. Un lampo di dolore, un impeto di lotta, una vampa
vincitrice";25;VT;lampo;6;349;3,288;dolore;5;61;3,799;0,72;;;;;;;;;;;;N;Y
FA_LIT481;Genitive;lampo di gelosia;flash of jealousy;Dal vero;Serao, Matilde;PROSE;;"Sarò gelosa, gelosa, gelosa_, gli occhi della
bionda mandarono tale un lampo di gelosia da far tremare i due
colpevoli.";18;VT;lampo;7;65;3,252;gelosia;5;61;3,799;0,651;;;;;;;;;;;;N;Y
FA_LIT472;Genitive;lampo di malumore;flash of discontent;Mater dolorosa;Rovetta. Gerolamo;PROSE;;"Prospero Anatolio entrò nella camera sorridendo: ma negli occhiettini
bigi ebbe un lampo di malumore, vedendo la moglie ancora vestita";19;VT;lampo;8;19;2,574;malumore;5;61;3,799;0,842;;;;;;;;;;;;N;Y
FA_LIT384;Genitive;lampo di orgoglio;flash of pride;No;Oriani, Alfredo;PROSE;;"Ida fremè: un lampo di orgoglio
le bruciò negli occhi neri, come un lampo di saetta in fondo alla
notte";18;VT;lampo;8;110;2,596;orgoglio;5;61;3,799;0,825;;;;;;;;;;;;N;Y
FA_LIT512;Genitive;lampo di persuasione;flash of persuasion;Donne e fanciulle;Zuccoli, Luciano;PROSE;;?;1;VT;lampo;11;7;1,973;persuasione;5;61;3,799;0,844;;;;;;;;;;;;N;Y
FA_LIT166;Genitive;lampo di poesia;flash of poetry;Storia di un'anima;Bazzero, Ambrogio;PROSE;;"con stringicore ci sovveniamo di
qualcosa, di qualcuno, di qualcuna: è un lampo di poesia, la chiusa, la
consacrazione della giornata";19;VT;lampo;6;153;2,934;poesia;5;61;3,799;0,737;;;;;;;;;;;;N;Y
FA_LIT180;Genitive;lampo di sdegno;flash of disdain;Il Benefattore;Capuana, Luigi;PROSE;;"A quelle parole che finalmente svelavano il pensiero del gesuita, un
lampo di sdegno illuminò il volto della marchesa di Priamar";20;VT;lampo;6;32;2,852;sdegno;5;61;3,799;0,714;;;;;;;;;;;;N;Y
FA_LIT495;Genitive;lampo di speranza;flash of hope;Il Cavaliere dello Spirito Santo: Storia d'una giornata;Verona, Guido da;PROSE;;"Nella sua ingenuità di scienziato, non riusciva a persuadersi che la
malvagità umana potesse arrivare fin là!

Ebbi un lampo di speranza.";20;VT;lampo;8;480;2,595;speranza;5;61;3,799;0,739;;;;;;;;;;;;N;Y
FA_LIT436;Genitive;lampo di tenerezza;flash of tenderness;La Madonna di Mamà : Romanzo del tempo della guerra;Panzini, Alfredo;PROSE;;Ma la pupilla di lei ravvolse il fanciullo di un lampo di tenerezza;13;VT;lampo;9;65;2,905;tenerezza;5;61;3,799;0,672;;;;;;;;;;;;N;Y
FA_LIT268;Genitive;lampo di trionfo;flash of triumph;La trovatella di Milano;Invernizio, Carolina;PROSE;;Ella non vide il lampo di trionfo, che solcò le pupille del conte;13;VT;lampo;7;98;2,964;trionfo;5;61;3,799;0,66;;;;;;;;;;;;N;Y
FA_LIT144;Genitive;frammento di natura;fragment of nature;Momenti: Liriche;Aleramo, Sibilla;POEM;;"Nuda nel sole ed immobile,
    frammento di natura,
    ti miro orante ed oprante";19;VT;frammento;6;525;2,275;natura;9;71;3,799;0,788;;;;;;;;;;;;N;Y
FA_LIT207;Genitive;deserto di ghiaccio;desert of ice;Olanda;De Amicis, Edmondo;PROSE;;"L'isola era disabitata; nessun popolo del nord v'aveva mai posto piede;
era tutta un deserto di ghiaccio e di neve";21;VT;deserto;8;87;4,122;ghiaccio;7;110;3,803;0,828;;;;;;;;;;;;N;Y
FA_LIT232;Genitive;deserto di neve;desert of snow;L'ignoto: Novelle;Di Giacomo, Salvatore;PROSE;;"riferiva le
fantasie, le stranezze che avevano avute alcune, le sensazioni che gli
avevano procurato altre: una corsa di notte, in islitta, a Bucarest,
sotto le pelliccie, in un deserto di neve; la visita fatta con la
moglie del suo ambasciatore a un museo secreto";41;VT;deserto;4;190;4,616;neve;7;110;3,803;0,802;;;;;;;;;;;;N;Y
